EventId : 1, Level : Informational, Message : Optimizer log Start, APP version: 1101.2211.6.0, Payload : [message : Optimizer log Start, APP version: 1101.2211.6.0] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:24.3162302Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : ----- Log Start, version: 1101.2211.6.0, Payload : [message : ----- Log Start, version: 1101.2211.6.0] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:24.4242771Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : args[0] = -update, Payload : [message : args[0] = -update] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:24.4282783Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DoUpdate()C:\Program Files\HP\SystemOptimizer, Payload : [message : DoUpdate()C:\Program Files\HP\SystemOptimizer] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:24.4322793Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : TaskScheduler::Stop - task: SystemOptimizer, enter Stop(), Payload : [message : TaskScheduler::Stop - task: SystemOptimizer, enter Stop()] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:24.5602945Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : TaskScheduler::Stop - task: SystemOptimizer, leave Stop(), Payload : [message : TaskScheduler::Stop - task: SystemOptimizer, leave Stop()] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:24.7283439Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : TaskScheduler::Create - task: SystemOptimizer, Create(), Payload : [message : TaskScheduler::Create - task: SystemOptimizer, Create()] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:24.7323404Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : TaskScheduler::Create - delete old task: SystemOptimizer, Payload : [message : TaskScheduler::Create - delete old task: SystemOptimizer] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:24.8123617Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : TaskScheduler::GetGroupNameFromSID - get Users' groupId: BUILTIN\Users, Payload : [message : TaskScheduler::GetGroupNameFromSID - get Users' groupId: BUILTIN\Users] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:24.8523905Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : GetUwpInstalledFolder: Path = C:\Program Files\WindowsApps\AD2F1837.OMENCommandCenter_1101.2211.6.0_x64__v10z8vjag6ke6, Payload : [message : GetUwpInstalledFolder: Path = C:\Program Files\WindowsApps\AD2F1837.OMENCommandCenter_1101.2211.6.0_x64__v10z8vjag6ke6] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:25.7172382Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp, dest=C:\Program Files\HP\SystemOptimizer, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp, dest=C:\Program Files\HP\SystemOptimizer] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:26.0516183Z, ProcessId : 3172, ThreadId : 11616
EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\nl, dest=C:\Program Files\HP\SystemOptimizer\nl, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\nl, dest=C:\Program Files\HP\SystemOptimizer\nl] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.2941868Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\no, dest=C:\Program Files\HP\SystemOptimizer\no, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\no, dest=C:\Program Files\HP\SystemOptimizer\no] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.3141918Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\pl, dest=C:\Program Files\HP\SystemOptimizer\pl, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\pl, dest=C:\Program Files\HP\SystemOptimizer\pl] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.3341971Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\pt-pt, dest=C:\Program Files\HP\SystemOptimizer\pt-pt, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\pt-pt, dest=C:\Program Files\HP\SystemOptimizer\pt-pt] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.3582035Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\ru, dest=C:\Program Files\HP\SystemOptimizer\ru, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\ru, dest=C:\Program Files\HP\SystemOptimizer\ru] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.3742076Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sk, dest=C:\Program Files\HP\SystemOptimizer\sk, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sk, dest=C:\Program Files\HP\SystemOptimizer\sk] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.3942128Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sl, dest=C:\Program Files\HP\SystemOptimizer\sl, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sl, dest=C:\Program Files\HP\SystemOptimizer\sl] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.4142182Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sr, dest=C:\Program Files\HP\SystemOptimizer\sr, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sr, dest=C:\Program Files\HP\SystemOptimizer\sr] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.4342236Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sv, dest=C:\Program Files\HP\SystemOptimizer\sv, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sv, dest=C:\Program Files\HP\SystemOptimizer\sv] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.4542294Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\systemoptimizer, dest=C:\Program Files\HP\SystemOptimizer\systemoptimizer, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\systemoptimizer, dest=C:\Program Files\HP\SystemOptimizer\systemoptimizer] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.4702330Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\zh-cn, dest=C:\Program Files\HP\SystemOptimizer\zh-cn, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\zh-cn, dest=C:\Program Files\HP\SystemOptimizer\zh-cn] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.5102435Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\zh-tw, dest=C:\Program Files\HP\SystemOptimizer\zh-tw, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\zh-tw, dest=C:\Program Files\HP\SystemOptimizer\zh-tw] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.5262492Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : TaskScheduler::Run - task: SystemOptimizer, Run(), Payload : [message : TaskScheduler::Run - task: SystemOptimizer, Run()] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.5462529Z, ProcessId : 3172, ThreadId : 11616

EventId : 1, Level : Informational, Message : ----- program exits, returnCode = 0, Payload : [message : ----- program exits, returnCode = 0] , EventName : InfoInfo, Timestamp : 2022-11-21T10:19:35.8741905Z, ProcessId : 3172, ThreadId : 11616

