EventId : 1, Level : Informational, Message : Optimizer log Start, APP version: 1101.2209.2.0, Payload : [message : Optimizer log Start, APP version: 1101.2209.2.0] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:03.1665352Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : ----- Log Start, version: 1101.2209.2.0, Payload : [message : ----- Log Start, version: 1101.2209.2.0] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:03.2265490Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : args[0] = -update, Payload : [message : args[0] = -update] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:03.2265490Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DoUpdate()C:\Program Files\HP\SystemOptimizer, Payload : [message : DoUpdate()C:\Program Files\HP\SystemOptimizer] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:03.2295499Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : TaskScheduler::Stop - task: SystemOptimizer, enter Stop(), Payload : [message : TaskScheduler::Stop - task: SystemOptimizer, enter Stop()] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:03.3165695Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : TaskScheduler::Stop - task: SystemOptimizer, leave Stop(), Payload : [message : TaskScheduler::Stop - task: SystemOptimizer, leave Stop()] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:03.4125909Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : TaskScheduler::Create - task: SystemOptimizer, Create(), Payload : [message : TaskScheduler::Create - task: SystemOptimizer, Create()] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:03.4315966Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : TaskScheduler::Create - delete old task: SystemOptimizer, Payload : [message : TaskScheduler::Create - delete old task: SystemOptimizer] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:03.4756056Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : TaskScheduler::GetGroupNameFromSID - get Users' groupId: BUILTIN\Users, Payload : [message : TaskScheduler::GetGroupNameFromSID - get Users' groupId: BUILTIN\Users] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:03.4946098Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp, dest=C:\Program Files\HP\SystemOptimizer, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp, dest=C:\Program Files\HP\SystemOptimizer] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:04.3162054Z, ProcessId : 18420, ThreadId : 18424
EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\en-US, dest=C:\Program Files\HP\SystemOptimizer\en-US, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\en-US, dest=C:\Program Files\HP\SystemOptimizer\en-US] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.3740184Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\es, dest=C:\Program Files\HP\SystemOptimizer\es, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\es, dest=C:\Program Files\HP\SystemOptimizer\es] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.3840206Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\fi, dest=C:\Program Files\HP\SystemOptimizer\fi, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\fi, dest=C:\Program Files\HP\SystemOptimizer\fi] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.3942082Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\fr, dest=C:\Program Files\HP\SystemOptimizer\fr, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\fr, dest=C:\Program Files\HP\SystemOptimizer\fr] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.4035276Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\hr, dest=C:\Program Files\HP\SystemOptimizer\hr, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\hr, dest=C:\Program Files\HP\SystemOptimizer\hr] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.4137756Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\it, dest=C:\Program Files\HP\SystemOptimizer\it, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\it, dest=C:\Program Files\HP\SystemOptimizer\it] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.4233763Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\ja, dest=C:\Program Files\HP\SystemOptimizer\ja, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\ja, dest=C:\Program Files\HP\SystemOptimizer\ja] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.4325647Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\ko, dest=C:\Program Files\HP\SystemOptimizer\ko, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\ko, dest=C:\Program Files\HP\SystemOptimizer\ko] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.4418719Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\lt, dest=C:\Program Files\HP\SystemOptimizer\lt, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\lt, dest=C:\Program Files\HP\SystemOptimizer\lt] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.4508744Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\lv, dest=C:\Program Files\HP\SystemOptimizer\lv, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\lv, dest=C:\Program Files\HP\SystemOptimizer\lv] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.4608772Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\nl, dest=C:\Program Files\HP\SystemOptimizer\nl, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\nl, dest=C:\Program Files\HP\SystemOptimizer\nl] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.4738799Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\no, dest=C:\Program Files\HP\SystemOptimizer\no, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\no, dest=C:\Program Files\HP\SystemOptimizer\no] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.4888836Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\pl, dest=C:\Program Files\HP\SystemOptimizer\pl, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\pl, dest=C:\Program Files\HP\SystemOptimizer\pl] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.5048872Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\pt-pt, dest=C:\Program Files\HP\SystemOptimizer\pt-pt, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\pt-pt, dest=C:\Program Files\HP\SystemOptimizer\pt-pt] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.5208915Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\ru, dest=C:\Program Files\HP\SystemOptimizer\ru, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\ru, dest=C:\Program Files\HP\SystemOptimizer\ru] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.5338930Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sk, dest=C:\Program Files\HP\SystemOptimizer\sk, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sk, dest=C:\Program Files\HP\SystemOptimizer\sk] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.5448972Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sl, dest=C:\Program Files\HP\SystemOptimizer\sl, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sl, dest=C:\Program Files\HP\SystemOptimizer\sl] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.5568985Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sr, dest=C:\Program Files\HP\SystemOptimizer\sr, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sr, dest=C:\Program Files\HP\SystemOptimizer\sr] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.5679023Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sv, dest=C:\Program Files\HP\SystemOptimizer\sv, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\sv, dest=C:\Program Files\HP\SystemOptimizer\sv] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.5809042Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\systemoptimizer, dest=C:\Program Files\HP\SystemOptimizer\systemoptimizer, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\systemoptimizer, dest=C:\Program Files\HP\SystemOptimizer\systemoptimizer] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.5919065Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\zh-cn, dest=C:\Program Files\HP\SystemOptimizer\zh-cn, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\zh-cn, dest=C:\Program Files\HP\SystemOptimizer\zh-cn] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.6099109Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\zh-tw, dest=C:\Program Files\HP\SystemOptimizer\zh-tw, Payload : [message : DirectoryCopy(), source=C:\Users\SOUMYODIP SUTRADHAR\AppData\Local\Temp\HP\SystemOptimizerTemp\zh-tw, dest=C:\Program Files\HP\SystemOptimizer\zh-tw] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.6219149Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : TaskScheduler::Run - task: SystemOptimizer, Run(), Payload : [message : TaskScheduler::Run - task: SystemOptimizer, Run()] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.6339171Z, ProcessId : 18420, ThreadId : 18424

EventId : 1, Level : Informational, Message : ----- program exits, returnCode = 0, Payload : [message : ----- program exits, returnCode = 0] , EventName : InfoInfo, Timestamp : 2022-09-21T11:29:09.7839500Z, ProcessId : 18420, ThreadId : 18424

